review,division
খাবারের পরিমাণ খুব কম ছিলো,bad
কর্মীরা ভালো আচরণ করে,excellent
সবচেয়ে খারাপ পরিষেবা এবং হতাশাজনক মনোভাব,bad
আমি এই খাবার ভালোবাসি,good
অসাধারণ,excellent
কিন্তু ভিড় অনেক ছিলো,bad
পাড়ার কাছে এমন জায়গা পেয়ে ভালো লাগছে,good
ব্যবহার খারাপ,bad
তারা যেভাবে আচরণ করেছে তাও পছন্দ হয়েছে,good
ভালো জায়গা ভালো খাবার সাথে ভালো পরিষেবা,excellent
কড়া ফ্যান,excellent
খাদ্য আমি এটা ভালোবাসা,good
আচারগুলো আসলেই অনেক মজার,good
বিরিয়ানি হেব্বি টেষ্ট,excellent
খাবার এর স্বাদ খারাপ,bad
দাম অনেক বেশী,bad
পরিবেশটিও বেশ ভালো,good
স্বাদে মাঝারির চেয়ে কম তাই খাবারগুলো পছন্দ করিনি,bad
খুব মজার আচার,good
গরুর মাংস এবং মুরগির চ্যাপ কিছুটা পোড়া হয়েছিলো,bad
লুচি ছিলো অস্বাভাবিক রকমের ঠান্ডা,bad
লেবু পানি ভালো ছিলো,good
আর যাবো না,bad
সঠিক কাবাব খাওয়ার জন্য উত্তম জায়গা,excellent
আর আসা যাবে না,bad
আমি যখন এখানে থাকি তখন তাদের জায়গায় যেতে পছন্দ করি,excellent
খাবার দুর্গন্ধযুক্ত,bad
ভালো গ্রাহক পরিষেবা সহ সুস্বাদু এবং মুখরোচক খাবার,excellent
পরিবেশ ৯ যা অনেক ভালো,good
কোপাইছি আজকে,good
এগুলো ফালতু খাবার,bad
